variant,source,e_explicit,m_explicit,f_explicit,e_could_be,m_could_be,f_could_be,e_score,m_score,f_score,e_max,m_max,f_max,d_min,d_max,zone,uncertain,question_tags,ins_number,compound_name,nutrient_class,dairy_product_subtype,milling_grade,oil_fraction,protein_fraction,sugar_form,language_tag,f_revised,variant_signal_class
maize starch,corn,,starch flour,base ingredient,,modified starch powder,thickener,0.0,0.6,0.12,0.0,0.96,0.615,0.228,0.534,1,True,False,,,,,starch,,,,,processed_ingredient,form_signal
dates powder,dates,drying,powder,sweetener,,,base ingredient,0.42,0.42,0.625,0.42,0.42,0.625,0.502,0.502,2,False,False,,,,,,,,,,sweetener,"canonical_form, form_signal"
fresh garlic,garlic,,whole/fresh pieces,taste profile / spice,,,flavouring agent,0.0,0.05,0.18,0.0,0.05,0.675,0.087,0.285,1,False,False,,,,,,,,,,taste profile / spice,"canonical_form, grade_signal"
dried garlic,garlic,drying,whole/fresh pieces,taste profile / spice,,powder,flavouring agent,0.42,0.05,0.18,0.42,0.42,0.675,0.213,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, process_signal"
garlic paste,garlic,,pulp/puree,taste profile / spice,,,flavouring agent,0.0,0.25,0.18,0.0,0.25,0.675,0.147,0.345,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal"
fresh ginger,ginger,,whole/fresh pieces,taste profile / spice,,,flavouring agent,0.0,0.05,0.18,0.0,0.05,0.675,0.087,0.285,1,False,False,,,,,,,,,,taste profile / spice,"canonical_form, grade_signal"
dried ginger,ginger,drying,whole/fresh pieces,taste profile / spice,,powder,flavouring agent,0.42,0.05,0.18,0.42,0.42,0.675,0.213,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, process_signal"
ginger paste,ginger,,pulp/puree,taste profile / spice,,,flavouring agent,0.0,0.25,0.18,0.0,0.25,0.675,0.147,0.345,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal"
ginger whole,ginger,,whole/fresh pieces,taste profile / spice,,,flavouring agent,0.0,0.05,0.18,0.0,0.05,0.675,0.087,0.285,1,False,False,,,,,,,,,,taste profile / spice,"canonical_form, grade_signal"
wheat powder,wheat,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal"
mango solids,mango,,dense block,base ingredient,,,sweetener,0.0,0.38,0.12,0.0,0.38,0.625,0.162,0.364,1,True,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal"
mango powder,mango,drying,powder,sweetener,,,flavouring agent,0.42,0.42,0.625,0.42,0.42,0.675,0.502,0.522,2,False,False,,,,,,,,,,sweetener,"canonical_form, form_signal"
samai flakes,samai,,flakes,base ingredient,,,,0.0,0.36,0.12,0.0,0.36,0.12,0.156,0.156,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal"
bajra flakes,bajra,,flakes,base ingredient,,,,0.0,0.36,0.12,0.0,0.36,0.12,0.156,0.156,1,False,False,,,,,,,,,,raw_agricultural_material,"transliteration_signal, canonical_form, form_signal"
bajra powder,bajra,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"transliteration_signal, canonical_form, form_signal"
whole jawari,sorghum,,whole/fresh pieces,base ingredient,,,,0.0,0.05,0.12,0.0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material,grade_signal
pist extract,pistachio,solvent extraction,extract/oleoresin,flavouring agent,,,lipid base,0.82,0.86,0.675,0.82,0.86,0.675,0.774,0.774,3,False,False,,,,,,,,,,flavouring agent,form_signal
sesame seeds,sesame,,whole/fresh pieces,base ingredient,,,,0.0,0.05,0.12,0.0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form, form_signal, grade_signal"
defatted soy,soybean,,skim/defatted meal,base ingredient,,,,0.0,0.55,0.12,0.0,0.55,0.12,0.213,0.213,1,False,False,,,,,,,,,,processed_ingredient,"orthographic_noise, process_signal"
soyabean oil,soybean,cold pressing|solvent extraction,oil,lipid base,refining,,,0.82,0.7,0.22,0.82,0.7,0.22,0.544,0.544,2,False,False,,,,,,,,,,lipid base,"orthographic_noise, form_signal"
soya protein,soybean,,protein concentrate,base ingredient,,protein isolate,,0.0,0.74,0.12,0.0,0.78,0.12,0.27,0.282,1,False,False,,,,,,,plant_protein,,,processed_ingredient,form_signal
added sugars,sugarcane,refining,crystalline chemical,sweetener,,,bulking agent,0.75,0.98,0.625,0.75,0.98,0.625,0.769,0.769,3,False,False,,,,,,,,refined_sucrose,,sweetener,orthographic_noise
sugar powder,sugarcane,milling|refining,powder,sweetener,,crystalline chemical,bulking agent,0.75,0.42,0.625,0.75,0.98,0.625,0.601,0.769,2,True,False,,,,,,,,refined_sucrose,,sweetener,form_signal
invert sugar,sugarcane,?inversion,crystalline chemical,sweetener,refining,syrup,humectant,0.0,0.98,0.625,0.75,0.98,0.625,0.544,0.769,2,True,True,,,,,,,,invert_sugar,,sweetener,"redundant_variant, form_signal"
invert sugar,sugarcane,?inversion,crystalline chemical,sweetener,refining,syrup,humectant,0.0,0.98,0.625,0.75,0.98,0.625,0.544,0.769,2,True,True,,,,,,,,invert_sugar,,sweetener,"redundant_variant, form_signal"
invert syrup,sugarcane,?inversion,syrup,sweetener,refining,concentrate,humectant,0.0,0.4,0.625,0.75,0.4,0.625,0.37,0.595,2,False,True,,,,,,,,,,sweetener,form_signal
golden syrup,sugarcane,refining,syrup,sweetener,,concentrate,humectant,0.75,0.4,0.625,0.75,0.4,0.625,0.595,0.595,2,False,False,,,,,,,,,,sweetener,form_signal
wheat gluten,wheat,,protein concentrate,base ingredient,,protein isolate,,0.0,0.74,0.12,0.0,0.78,0.12,0.27,0.282,1,False,False,,,,,gluten_extract,,plant_protein,,,processed_ingredient,"canonical_form, form_signal"
vital gluten,wheat,,protein concentrate,base ingredient,,protein isolate,,0.0,0.74,0.12,0.0,0.78,0.12,0.27,0.282,1,False,False,,,,,gluten_extract,,plant_protein,,,processed_ingredient,"form_signal, grade_signal"
almond flour,almond,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal, grade_signal"
almond paste,almond,,pulp/puree,base ingredient,,,,0.0,0.25,0.12,0.0,0.25,0.12,0.123,0.123,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal, grade_signal"
instant oats,oats,,flakes,base ingredient,,powder,,0.0,0.36,0.12,0.0,0.42,0.12,0.156,0.174,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, process_signal"
curry leaves,curry leaf,,leaf,taste profile / spice,drying,whole/fresh pieces|cut/sliced pieces|powder,flavouring agent,0.0,0.0,0.18,0.42,0.42,0.675,0.072,0.522,1,True,False,,,,,,,,,,taste profile / spice,"form_signal, grade_signal"
kasuri methi,fenugreek,drying,leaf,taste profile / spice,,whole/fresh pieces|cut/sliced pieces|powder,flavouring agent,0.42,0.0,0.18,0.42,0.42,0.675,0.198,0.522,1,True,False,,,,,,,,,,taste profile / spice,transliteration_signal
orange juice,orange,,juice,flavouring agent,,,,0.0,0.5,0.675,0.0,0.5,0.675,0.42,0.42,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
orange peels,orange,,peel,flavouring agent,drying,cut/sliced pieces|powder,taste profile / spice,0.0,0.0,0.675,0.42,0.42,0.675,0.27,0.522,1,True,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
fennel seeds,fennel,,whole/fresh pieces,taste profile / spice,drying,,flavouring agent,0.0,0.05,0.18,0.42,0.05,0.675,0.087,0.411,1,True,False,,,,,,,,,,taste profile / spice,"orthographic_noise, canonical_form, form_signal, grade_signal"
skimmed milk,milk,skim/defatted meal,,base ingredient,,,,0.0,0.0,0.12,0.0,0.0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal, process_signal, grade_signal"
buffalo milk,buffalo milk,,,base ingredient,pasteurization,,,0.0,0.0,0.12,0.48,0.0,0.12,0.048,0.192,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal, grade_signal"
torula yeast,yeast,,powder,base ingredient,,,,0.0,0.42,0.12,0.0,0.42,0.12,0.174,0.174,1,False,False,,,,,,,,,,fermentation_agent,"canonical_form, grade_signal"
whey protein,milk,,protein concentrate,base ingredient,,whey powder,,0.0,0.74,0.12,0.0,0.74,0.12,0.27,0.27,1,False,False,,,,,,,whey_concentrate,,,processed_ingredient,"orthographic_noise, form_signal"
acesulfame k,synthetic,,crystalline chemical,sweetener,,,,0.0,0.98,0.625,0.0,0.98,0.625,0.544,0.544,2,False,False,,,,,,,,,,sweetener,canonical_form
carrom seeds,carom,,whole/fresh pieces,taste profile / spice,drying,,flavouring agent,0.0,0.05,0.18,0.42,0.05,0.675,0.087,0.411,1,True,False,,,,,,,,,,taste profile / spice,"orthographic_noise, form_signal, grade_signal"
ajwai powder,carom,,powder,taste profile / spice,drying,,flavouring agent,0.0,0.42,0.18,0.42,0.42,0.675,0.198,0.522,1,True,False,,,,,,,,,,taste profile / spice,form_signal
apricot pulp,apricot,,pulp/puree,base ingredient,,,,0.0,0.25,0.12,0.0,0.25,0.12,0.123,0.123,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
coffee beans,coffee,,whole/fresh pieces,flavouring agent,roasting,,taste profile / spice,0.0,0.05,0.675,0.58,0.05,0.675,0.285,0.459,1,True,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
aronia berry,aronia,,whole/fresh pieces,base ingredient,,juice,antioxidant,0.0,0.05,0.12,0.0,0.5,0.875,0.063,0.5,1,True,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
banana juice,banana,,juice,flavouring agent,,,,0.0,0.5,0.675,0.0,0.5,0.675,0.42,0.42,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
banana puree,banana,,pulp/puree,base ingredient,,,,0.0,0.25,0.12,0.0,0.25,0.12,0.123,0.123,1,False,False,,,,,,,,,,raw_agricultural_material,"linguistic_signal, canonical_form, form_signal"
barley flour,barley,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal"
tulsi leaves,tulsi,,whole/fresh pieces,flavouring agent,drying,cut/sliced pieces,taste profile / spice,0.0,0.05,0.675,0.42,0.1,0.675,0.285,0.426,1,True,False,,,,,,,,,,flavouring agent,"transliteration_signal, canonical_form, form_signal, grade_signal"
basmati rice,rice,,,base ingredient,milling,flour/fine powder|coarse grits,,0.0,0.0,0.12,0.28,0.33,0.12,0.048,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"redundant_variant, canonical_form"
french beans,french bean,,whole/fresh pieces,base ingredient,,cut/sliced pieces,,0.0,0.05,0.12,0.0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form, form_signal, grade_signal"
cluster bean,cluster bean,,whole/fresh pieces,base ingredient,,cut/sliced pieces,thickener,0.0,0.05,0.12,0.0,0.1,0.615,0.063,0.276,1,False,False,,,,,,,,,,raw_agricultural_material,canonical_form
roasted gram,chickpea,roasting,whole/fresh pieces,base ingredient,,,,0.58,0.05,0.12,0.58,0.05,0.12,0.237,0.237,1,False,False,,,,,,,,,,raw_agricultural_material,process_signal
black pepper,black pepper,,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, grade_signal"
buffalo meat,buffalo,,whole/fresh pieces,base ingredient,,cut/sliced pieces,,0.0,0.05,0.12,0.0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
white butter,milk,churning,fat fraction,lipid base,,,flavouring agent,0.45,0.72,0.22,0.45,0.72,0.675,0.439,0.621,2,False,False,,,,,,,,,,lipid base,"form_signal, grade_signal"
butter cream,milk,churning,fat fraction,lipid base,,,flavouring agent,0.45,0.72,0.22,0.45,0.72,0.675,0.439,0.621,2,False,False,,,,,,,,,,lipid base,form_signal
beurre fondu,milk,churning|clarification,fat fraction,lipid base,,,flavouring agent,0.55,0.72,0.22,0.55,0.72,0.675,0.469,0.651,2,False,False,,,,,,,,,,lipid base,linguistic_signal
malt extract,barley,solvent extraction,extract/oleoresin,sweetener,,concentrate,flavouring agent,0.82,0.86,0.625,0.82,0.86,0.675,0.754,0.774,3,False,False,,,,,,,,,,sweetener,"redundant_variant, form_signal"
paneer dices,milk,fermentation,dense block,base ingredient,,cut/sliced pieces,,0.56,0.38,0.12,0.56,0.38,0.12,0.33,0.33,2,False,False,,,,paneer,,,,,,processed_ingredient,"transliteration_signal, form_signal"
chicken bits,chicken,,cut/sliced pieces,base ingredient,,,,0.0,0.1,0.12,0.0,0.1,0.12,0.078,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, grade_signal"
chicken meat,chicken,,whole/fresh pieces,base ingredient,,cut/sliced pieces,,0.0,0.05,0.12,0.0,0.1,0.12,0.063,0.078,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form"
chicory root,chicory,,whole/fresh pieces,base ingredient,drying,cut/sliced pieces|powder,taste profile / spice,0.0,0.05,0.12,0.42,0.42,0.18,0.063,0.324,1,True,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal"
chili powder,chili,drying,powder,taste profile / spice,,,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice,"redundant_variant, canonical_form, form_signal"
green chilli,chili,,whole/fresh pieces,taste profile / spice,drying,cut/sliced pieces,flavouring agent,0.0,0.05,0.18,0.42,0.1,0.675,0.087,0.426,1,True,False,,,,,,,,,,taste profile / spice,"orthographic_noise, grade_signal"
green chilly,chili,,whole/fresh pieces,taste profile / spice,drying,cut/sliced pieces,flavouring agent,0.0,0.05,0.18,0.42,0.1,0.675,0.087,0.426,1,True,False,,,,,,,,,,taste profile / spice,"orthographic_noise, grade_signal"
red chillies,chili,drying,whole/fresh pieces,taste profile / spice,,cut/sliced pieces,flavouring agent,0.42,0.05,0.18,0.42,0.1,0.675,0.213,0.426,1,True,False,,,,,,,,,,taste profile / spice,grade_signal
chili powder,chili,drying,powder,taste profile / spice,,,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice,"redundant_variant, canonical_form, form_signal"
white chilli,chili,drying,whole/fresh pieces,taste profile / spice,,cut/sliced pieces|powder,flavouring agent,0.42,0.05,0.18,0.42,0.42,0.675,0.213,0.522,1,True,False,,,,,,,,,,taste profile / spice,grade_signal
clove powder,clove,drying,powder,taste profile / spice,,,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice,"orthographic_noise, canonical_form, form_signal"
cloves whole,clove,drying,whole/fresh pieces,taste profile / spice,,,flavouring agent,0.42,0.05,0.18,0.42,0.05,0.675,0.213,0.411,1,True,False,,,,,,,,,,taste profile / spice,grade_signal
whole cloves,clove,drying,whole/fresh pieces,taste profile / spice,,,flavouring agent,0.42,0.05,0.18,0.42,0.05,0.675,0.213,0.411,1,True,False,,,,,,,,,,taste profile / spice,grade_signal
cocoa powder,cocoa,,powder,flavouring agent,,,colour,0.0,0.42,0.675,0.0,0.42,0.8,0.396,0.446,2,False,False,,,,,,,,,,flavouring agent,"orthographic_noise, canonical_form, form_signal"
cocoa solids,cocoa,,,flavouring agent,,,,0.0,0.0,0.675,0.0,0.0,0.675,0.27,0.27,1,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
cocoa butter,cocoa,,fat fraction,lipid base,,,flavouring agent,0.0,0.72,0.22,0.0,0.72,0.675,0.304,0.486,2,False,False,,,,,,,,,,lipid base,"canonical_form, form_signal"
cumin powder,cumin,drying,powder,taste profile / spice,,,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal"
jeera powder,cumin,drying,powder,taste profile / spice,,,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice,"transliteration_signal, form_signal"
ground cumin,cumin,drying,powder,taste profile / spice,,,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice,"canonical_form, process_signal, grade_signal"
cuminextract,cumin,solvent extraction,extract/oleoresin,taste profile / spice,,,flavouring agent,0.82,0.86,0.18,0.82,0.86,0.675,0.576,0.774,2,True,False,,,,,,,,,,taste profile / spice,"orthographic_noise, canonical_form"
kalonji seed,kalonji,,whole/fresh pieces,taste profile / spice,drying,,flavouring agent,0.0,0.05,0.18,0.42,0.05,0.675,0.087,0.411,1,True,False,,,,,,,,,,taste profile / spice,"transliteration_signal, canonical_form, form_signal, grade_signal"
lemon powder,lemon,drying,powder,flavouring agent,,,acidity regulator,0.42,0.42,0.675,0.42,0.42,0.86,0.522,0.596,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
maltodextrin,corn | tapioca,?hydrolysis,modified starch powder,bulking agent,?spray drying,powder,thickener|sweetener,0.6,0.96,0.375,0.6,0.96,0.625,0.618,0.718,2,True,True,,,,,,,,,,bulking agent,"redundant_variant, canonical_form, multi_source"
milk protein,milk,,protein concentrate,base ingredient,,protein isolate,,0.0,0.74,0.12,0.0,0.78,0.12,0.27,0.282,1,False,False,,,,,,,total_milk_protein,,,processed_ingredient,"canonical_form, form_signal"
onion powder,onion,drying,powder,taste profile / spice,,,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal"
onion flakes,onion,drying,flakes,taste profile / spice,,cut/sliced pieces,flavouring agent,0.42,0.36,0.18,0.42,0.36,0.675,0.306,0.504,2,False,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal"
spring onion,spring onion,,whole/fresh pieces,taste profile / spice,drying,cut/sliced pieces,flavouring agent,0.0,0.05,0.18,0.42,0.1,0.675,0.087,0.426,1,True,False,,,,,,,,,,taste profile / spice,canonical_form
papaya puree,papaya,,pulp/puree,base ingredient,,,,0.0,0.25,0.12,0.0,0.25,0.12,0.123,0.123,1,False,False,,,,,,,,,,raw_agricultural_material,"linguistic_signal, canonical_form, form_signal"
rapeseed oil,rapeseed,,oil,lipid base,cold pressing|solvent extraction|refining,,,0.0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,,,,,lipid base,"canonical_form, form_signal"
basmati rice,rice,,,base ingredient,,,,0.0,0.0,0.12,0.0,0.0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material,"redundant_variant, canonical_form"
malt extract,barley,solvent extraction,extract/oleoresin,sweetener,,,flavouring agent,0.82,0.86,0.625,0.82,0.86,0.675,0.754,0.774,3,False,False,,,,,,,,,,sweetener,"redundant_variant, form_signal"
roasted poha,rice,roasting,flakes,base ingredient,,,,0.58,0.36,0.12,0.58,0.36,0.12,0.33,0.33,2,False,False,,,,,,,,,,raw_agricultural_material,"transliteration_signal, process_signal"
maltodextrin,corn | tapioca,,powder,bulking agent,?hydrolysis,,thickener,0.0,0.42,0.375,0.6,0.42,0.615,0.276,0.552,1,True,True,,,,,,,,,,bulking agent,"redundant_variant, canonical_form, multi_source"
stearic acid,palm | soybean,,crystalline chemical,emulsifier,,,,0.0,0.98,0.825,0.0,0.98,0.825,0.624,0.624,2,False,False,,,,,,,,,,emulsifier,multi_source
tangy tomato,tomato,,whole/fresh pieces,taste profile / spice,,cut/sliced pieces,flavouring agent,0.0,0.05,0.18,0.0,0.1,0.675,0.087,0.3,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, grade_signal"
tomato paste,tomato,,pulp/puree,base ingredient,,concentrate,,0.0,0.25,0.12,0.0,0.4,0.12,0.123,0.168,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal"
white pepper,pepper,,,taste profile / spice,drying,powder,flavouring agent,0.0,0.0,0.18,0.42,0.42,0.675,0.072,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, grade_signal"
whole grains,wheat | rice | corn,,whole/fresh pieces,base ingredient,milling,flour/fine powder|coarse grits,,0.0,0.05,0.12,0.28,0.33,0.12,0.063,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"form_signal, grade_signal, multi_source"
athimathuram,licorice,,whole/fresh pieces,taste profile / spice,,powder|extract/oleoresin,flavouring agent,0.0,0.05,0.18,0.0,0.86,0.675,0.087,0.528,1,True,False,,,,,,,,,,taste profile / spice,transliteration_signal
berries pulp,berry,,pulp/puree,base ingredient,,,,0.0,0.25,0.12,0.0,0.25,0.12,0.123,0.123,1,False,False,,,,,,,,,,raw_agricultural_material,grade_signal
